id,site_code,year,month,day,gpp,npp,nep,ra,rh,cf,cw,cr,cveg,csom,af,aw,ar,tveg,tsoil,swc,create_time
184573,DHF,2023,6,18,1.011880047011268,0.41789925979421294,0.21862671713923607,0.5939807872170552,0.19927254265497688,279.40295013887135,8825.1993955672,322.69659706768283,9427.298942773756,7946.905509509748,0.20894698811245097,0.10447871643944748,0.1044735552423145,155.1346506358202,202.01742251757994,,26/7/2023 00:41:19
184574,DHF,2023,6,19,1.1042791381863668,0.45605942702132873,0.23772054031373865,0.6482197111650381,0.21833888670759008,279.50983919222114,8825.295049084245,322.7454647349615,9427.55035301143,7946.914820081236,0.22802683049336275,0.1140191145080323,0.11401348201993368,155.09448294840794,184.3720075998502,,26/7/2023 00:41:19
184575,DHF,2023,6,20,0.9522574763910084,0.39327556234822775,0.1609999051125327,0.5589819140427806,0.23227565723569504,279.635769044427,8825.400242903703,322.80386390832155,9427.83987585645,7946.924170824575,0.19663529505019364,0.0983225621920897,0.09831770510594441,155.0469540813866,173.30353415266842,,26/7/2023 00:41:19
184576,DHF,2023,6,21,1.1111053327450509,0.4588785968050507,0.24770813462576483,0.6522267359400001,0.2111704621792859,279.7302613626036,8825.489740065652,322.84655724163736,9428.066558669892,7946.933545442861,0.2294363975636093,0.11472393327361995,0.11471826596782146,155.01163748772183,190.61607513200798,,26/7/2023 00:41:19
184577,DHF,2023,6,22,0.9393083685187645,0.3879276729311081,0.19944242915483287,0.5513806955876565,0.1884852437762752,279.8575202679428,8825.595638509185,322.90564377905724,9428.358802556184,7946.942859374702,0.19396138414875802,0.09698553991012657,0.0969807488722235,154.9636471607968,213.55128842028105,,26/7/2023 00:41:19
184578,DHF,2023,6,23,0.9520098021742478,0.39317327465893087,0.2063243953038953,0.558836527515317,0.18684887935503558,279.94925767581583,8825.683798453458,322.94698261780724,9428.58003874708,7946.952113944766,0.1965841518521654,0.0982969893148116,0.09829213349195387,154.9294361178088,215.41780263549015,,26/7/2023 00:41:19
184579,DHF,2023,6,24,1.0362443275247748,0.42796153429215017,0.23633349752703356,0.6082827932326247,0.1916280367651166,280.0435843423317,8825.773269758974,322.9896257178207,9428.806479819126,7946.9613608302425,0.2139780617519209,0.10699437900492696,0.1069890935353023,154.89423891346237,210.04192778427242,,26/7/2023 00:41:19
184580,DHF,2023,6,25,0.9376475421079251,0.3872417634403672,0.19360074415300188,0.5504057786675579,0.19364101928736532,280.15527046390434,8825.87143836471,323.0409584297756,9429.067667258389,7946.970614645162,0.193618433739421,0.09681405613381759,0.09680927356712861,154.8523458417994,207.85451405725775,,26/7/2023 00:41:19
184581,DHF,2023,6,26,1.062498658786362,0.43880438630115626,0.24126317754129895,0.6236942724852058,0.1975412087598573,280.2465561617073,8825.959426549405,323.08210247629876,9429.28808518741,7946.979868457272,0.2193994192124404,0.10970519323561417,0.10969977385310167,154.8183600479406,203.74661361620133,,26/7/2023 00:41:19
184582,DHF,2023,6,27,1.0403048751414603,0.4296385115666642,0.20811110745209685,0.6106663635747961,0.22152740411456737,280.3635895009195,8826.060305783214,323.1361299333174,9429.56002521745,7946.989126023697,0.21481653978802767,0.10741363897974873,0.10740833279888781,154.77444451382317,181.681610259229,,26/7/2023 00:41:19
184583,DHF,2023,6,28,0.13641738217401442,0.056339408215398915,-0.1258702,0.0800779739586155,0.1822096086507591,280.4759972117639,8826.158893361888,323.1878566394697,9429.822747213122,7946.998429963722,0.02816934795348133,0.014085378036327539,0.014084682225590046,154.73234047511326,220.8775119245282,,26/7/2023 00:41:19
184584,DHF,2023,6,29,0.20937700998475356,0.08647121538663928,-0.105381208,0.12290579459811428,0.1918524237168578,280.4017166714406,8826.16415258103,323.14625078169337,9429.712120034164,7947.00764117809,0.04323506105839602,0.02161861113849282,0.021617543189750437,154.7623150015513,209.77303671634334,,26/7/2023 00:41:19
184585,DHF,2023,6,30,0.19021907656736942,0.07855912519575275,-0.145063851,0.11165995137161666,0.22362297653519836,280.34252897678664,8826.176945028017,323.1121849542492,9429.631658959053,7947.016869475362,0.039279065979883815,0.019640514723811356,0.019639544492057584,154.7864721525094,179.96675853574465,,26/7/2023 00:41:19
184586,DHF,2023,7,1,0.2127620851716052,0.08786922735368155,-0.139457341,0.12489285781792364,0.2273265683696786,280.2794069066321,8826.187759365796,323.07614699820516,9429.543313270631,7947.02615906206,0.04393405820426914,0.021968127182037597,0.021967041967374812,154.81215811980255,177.02815667458913,,26/7/2023 00:41:19
184587,DHF,2023,7,2,0.8812184678312285,0.36393695726224745,0.11867612580746162,0.5172815105689811,0.24526083145478583,280.2209628853953,8826.20090130522,323.0424427495642,9429.464306940179,7947.035446020267,0.18196617797361658,0.09098763701654258,0.09098314227208829,154.83604534998202,164.0768243125244,,26/7/2023 00:41:19
